Geneid	./SRR15174659	./SRR15174661	./SRR15174663	./SRR15174670	./SRR15174671	./SRR15174672
AF52_04269	29	0	43	8	0	53
AF52_04270	550	289	202	221	247	372
AF52_04271	1841	967	1673	1022	807	1534
AF52_04272	1995	1124	1536	2023	1763	2211
AF52_04273	1927	1041	1617	3590	2967	4187
AF52_04274	429	250	523	689	636	864
AF52_04275	966	385	995	1838	1231	2236
AF52_04276	1787	900	1279	1032	729	1389
AF52_04277	2464	1293	1899	1325	1202	1292
AF52_04278	1502	646	1218	1355	1039	1809
AF52_04279	2305	1102	1719	2211	1700	2590
AF52_04280	63	84	75	56	69	163
AF52_04281	154	24	149	50	13	55
AF52_04282	182	30	94	20	27	76
AF52_04283	161	207	188	87	53	67
AF52_04284	4241	2159	3544	1838	1938	3349
AF52_04285	4175	2123	3373	3512	2781	4266
AF52_04286	9827	6319	8516	8548	7044	12687
AF52_04287	3029	1919	2522	4415	3899	5042
AF52_04288	617	385	422	2556	3007	3436
AF52_04289	1205	607	852	2123	1968	2471
AF52_04290	1664	827	1341	3364	2731	4433
AF52_04291	2079	976	1685	1632	1676	2499
AF52_04292	1395	747	1213	336	402	671
AF52_04293	1492	983	1201	1264	1244	1746
AF52_04294	1495	913	942	2498	1903	2916
AF52_04295	860	549	593	1087	913	1466
AF52_04296	1056	658	671	1139	1140	1856
AF52_04297	144	101	245	222	326	386
AF52_04298	465	186	412	966	974	1591
AF52_04299	1603	562	1766	1899	1567	2550
AF52_04300	2313	1004	2883	1185	1046	1701
AF52_04301	775	480	620	1161	893	1663
AF52_04302	401	187	433	645	588	1177
AF52_04303	194	101	101	560	528	789
AF52_04304	55	74	53	138	123	215
AF52_04305	194	49	42	84	164	128
AF52_04306	337	151	145	301	153	271
AF52_04307	190	158	241	577	288	582
AF52_04308	169	106	164	750	783	1528
AF52_04309	316	90	327	1004	827	830
AF52_04310	121	40	109	1607	1556	2484
AF52_04311	924	659	719	2736	2086	3266
AF52_04312	931	561	662	1493	1465	2424
AF52_04313	224	30	160	528	416	762
AF52_04314	222	82	138	637	374	541
AF52_04315	652	248	598	1238	1039	1347
AF52_04316	919	425	980	9811	8110	13332
AF52_04317	430	282	337	605	703	1129
AF52_04318	56	9	165	181	214	298
AF52_04319	3904	1723	2893	2815	2324	3899
AF52_04320	816	212	725	553	454	583
AF52_04321	1013	435	779	1314	1128	1710
AF52_04322	140	154	188	424	346	582
AF52_04323	1048	603	822	1422	1280	1755
AF52_04324	2266	1444	2259	6891	5716	9869
AF52_04325	30	0	20	59	96	120
AF52_04326	21	8	32	26	14	65
AF52_04327	84	46	68	181	34	129
AF52_04328	144	65	196	465	403	619
AF52_04329	83	58	67	79	78	127
AF52_04330	27	14	56	117	44	74
AF52_04331	200	36	199	409	430	502
AF52_04332	775	420	555	1006	1226	1870
AF52_04333	330	135	408	644	487	1296
AF52_04334	69	78	11	169	250	208
AF52_04335	588	181	433	1039	1071	1487
AF52_04336	645	423	641	382	285	476
AF52_04337	1234	679	1095	379	399	504
AF52_04338	991	446	764	354	168	459
AF52_04339	665	240	629	1911	1730	3130
AF52_04340	4892	2323	4121	6709	5837	9942
AF52_04341	1270	551	849	1227	1209	1881
AF52_04342	1138	420	812	2062	1710	2589
AF52_04343	223	209	87	599	677	820
AF52_04344	627	209	471	1502	1359	1932
AF52_04345	643	266	557	916	775	1494
AF52_04346	358	214	183	443	438	565
AF52_04347	473	266	430	2221	2333	3149
AF52_04348	77	47	33	132	41	116
AF52_04349	30	34	38	62	39	108
AF52_04350	147	154	2	396	271	466
AF52_04351	236	131	218	464	416	573
AF52_04352	375	195	176	485	509	789
AF52_04353	80	17	78	303	160	248
AF52_04354	1057	470	829	1278	1166	1740
AF52_04355	9146	6126	8317	17496	15346	21382
AF52_04356	2148	1064	1752	3976	3718	6194
AF52_04357	1489	663	1262	1486	1180	1829
AF52_04358	6871	3963	6441	3479	3214	4758
AF52_04359	3754	1968	3582	4831	4121	6727
AF52_04360	2375	1309	2087	2321	2176	4119
AF52_04361	740	429	604	1494	1331	2178
AF52_04362	1283	818	1240	2930	2277	3878
AF52_04363	2350	1807	2165	3457	2938	5124
AF52_04364	2286	1960	2453	3866	3204	4814
AF52_04365	393	188	445	795	463	937
AF52_04366	1974	1333	2063	4692	4458	6828
AF52_04367	5654	2507	4458	5110	5291	7773
AF52_04368	175	62	149	1174	1243	1765
AF52_04369	1059	602	1233	2146	1668	3502
AF52_04370	1061	678	746	1982	1510	2412
AF52_04371	8309	3784	6683	20777	14974	28716
AF52_04372	2618	1390	2429	6676	6053	9858
AF52_04373	222	136	165	202	278	268
AF52_04374	611	338	505	349	308	504
AF52_04375	817	420	636	407	441	736
AF52_04376	13221	8336	10335	3470	3322	4952
AF52_04377	1409	1341	1503	1275	1227	1703
AF52_04378	3754	2348	3030	9923	9084	14354
AF52_04379	3903	1653	2875	3086	2709	4278
AF52_04380	2173	1449	2037	857	817	1630
AF52_04381	2159	1484	2006	2054	2204	2763
AF52_04382	1195	737	979	1634	1238	2027
AF52_04383	11532	6323	9236	4319	4341	5476
AF52_04384	7017	2707	5209	3929	3065	5518
AF52_04385	3643	1706	3091	2396	2122	3177
AF52_04386	2327	1319	2087	5274	4392	7061
AF52_04387	1719	714	1473	2171	1952	2923
AF52_04388	2073	1249	1989	5529	4679	6456
AF52_04389	364	130	215	655	759	1166
AF52_04390	5744	2822	4769	4203	3727	6169
AF52_04391	30468	16898	25337	6683	6682	11256
AF52_04392	20430	11371	14558	16451	16675	21987
AF52_04393	8420	4694	6585	27664	23568	41980
AF52_04394	11088	6343	9379	6987	6318	10448
AF52_04395	2200	1282	1109	2385	2275	3208
AF52_04396	198	146	180	527	566	824
AF52_04397	470	284	305	865	847	1192
AF52_04398	40	18	20	70	94	184
AF52_04399	40	14	56	132	105	232
AF52_04400	2	12	0	10	56	49
AF52_04401	29	6	0	46	47	44
AF52_04402	19	28	117	44	30	194
AF52_04403	37	22	63	60	82	105
AF52_04404	36	68	6	186	97	156
AF52_04405	36	42	73	106	127	412
AF52_04406	94	20	66	452	231	334
AF52_04407	102	96	90	444	309	334
AF52_04408	144	38	89	707	599	930
AF52_04409	6	0	6	203	80	138
AF52_04410	23	8	6	214	134	158
AF52_04411	1024	443	829	637	414	600
AF52_04412	1460	761	1165	1756	1684	2498
AF52_04413	5001	3329	4089	3713	4199	5334
AF52_04414	7471	3685	5577	5247	5026	7473
AF52_04415	471	232	514	2092	1564	2658
AF52_04416	675	365	567	1629	1328	1775
AF52_04417	708	415	659	498	355	673
AF52_04418	1464	939	1284	1791	1628	2603
AF52_04419	1761	1208	1514	2001	1893	2754
AF52_04420	918	550	746	675	492	863
AF52_04421	1338	736	1261	643	500	663
AF52_04422	1496	813	1165	844	678	1193
AF52_04423	42	62	39	287	69	310
AF52_04424	1120	455	1080	1137	917	2002
AF52_04425	1706	1097	1524	2408	2651	3781
AF52_04426	495	434	628	897	924	1267
AF52_04427	1415	542	852	861	961	1289
AF52_04428	3194	1797	2996	1498	1306	1952
AF52_04429	473	127	334	795	531	984
AF52_04430	221	90	209	245	173	366
AF52_04431	1508	902	1323	2280	1852	2622
AF52_04432	2176	1014	1739	5798	5298	7334
AF52_04433	2695	1431	1997	2568	2134	2642
AF52_04434	680	548	517	1117	1175	1505
AF52_04435	978	721	905	1193	1111	1511
AF52_04436	471	421	508	1411	1442	2237
AF52_04437	2744	1555	2405	3433	2483	4331
AF52_04438	454	215	251	669	705	1027
AF52_04439	1854	1324	1385	2394	1646	2838
AF52_04440	850	282	531	1381	1092	2049
AF52_04441	3702	2190	2799	2203	1974	2742
AF52_04442	172	183	110	319	370	524
AF52_04443	743	654	1058	2548	2615	3808
AF52_04444	403	203	273	1404	998	1186
AF52_04445	167	163	165	972	775	1283
AF52_04446	261	124	183	356	313	442
AF52_04447	307	115	222	349	264	429
AF52_04448	149	84	105	268	241	709
AF52_04449	153	101	153	540	433	617
AF52_04450	233	54	128	592	412	1067
AF52_04451	159	80	109	168	122	351
AF52_04452	562	356	436	329	368	424
AF52_04453	558	313	389	767	619	736
AF52_04454	428	219	328	377	300	503
AF52_04455	3094	1322	2181	2732	2083	3716
AF52_04456	2127	1209	1713	2327	1797	2970
AF52_04457	374	350	551	816	635	1652
AF52_04458	953	519	768	1007	1112	1643
AF52_04459	408	105	272	271	317	341
AF52_04460	529	197	519	944	876	1266
AF52_04461	1744	1144	1749	3311	2929	5334
AF52_04462	691	245	711	364	346	512
AF52_04463	2059	697	1912	614	634	885
AF52_04464	2004	1061	1754	597	501	783
AF52_04465	4425	2316	3820	2331	2443	3636
AF52_04466	662	519	470	1142	886	1223
AF52_04467	3813	1948	3123	4201	4119	6198
AF52_04468	1003	506	803	1887	1374	2248
AF52_04469	590	218	404	850	636	1056
AF52_04470	1441	540	1331	337	330	455
AF52_04471	1346	561	1195	479	396	360
AF52_04472	4387	2188	3887	2492	2227	3400
AF52_04473	6272	3079	4885	4895	3904	6843
AF52_04474	1880	1001	2204	2241	2338	3169
AF52_04475	4413	2852	4362	4599	4050	6363
AF52_04476	516	276	350	757	799	919
AF52_04477	350	138	194	585	647	721
AF52_04478	420	213	171	302	218	350
AF52_04479	869	337	702	469	523	618
AF52_04480	1216	463	755	694	585	923
AF52_04481	2791	1509	2124	3531	2661	4486
AF52_04482	9192	6256	8544	4876	4670	7869
AF52_04483	3529	2024	2955	2190	2299	3384
AF52_04484	2789	1657	2049	3830	3073	4655
AF52_04485	807	423	1049	792	830	1195
AF52_04486	674	452	697	832	1207	1373
AF52_04487	8656	4461	6920	9913	8897	14421
AF52_04488	3468	1781	3334	7952	7085	11256
AF52_04489	6131	3641	5354	6600	6192	8213
AF52_04490	4909	2256	3485	1931	1608	3049
AF52_04491	2284	1070	1563	1657	1360	2142
AF52_04492	7456	4131	7239	5136	5043	9692
AF52_04493	2950	1893	3392	4672	3470	5788
AF52_04494	165	83	110	145	127	239
AF52_04495	3355	1647	2696	5526	3939	6824
AF52_04496	2965	1897	2256	2435	2662	3367
AF52_04497	941	619	478	1281	1181	1709
AF52_04498	3222	1614	2871	8544	6886	10523
AF52_04499	4520	2904	5253	10839	9464	15185
AF52_04500	3545	1691	3623	5959	5131	7917
AF52_04501	318	198	312	467	359	753
AF52_04502	3646	1795	2812	7462	6013	9544
AF52_04503	494	264	372	895	421	903
AF52_04504	1017	456	796	1363	1180	1720
AF52_04505	139	17	112	224	120	101
AF52_04506	34	0	22	0	14	12
AF52_04507	31	0	26	0	34	16
AF52_04508	238	164	106	271	399	420
AF52_04509	42	2	27	83	62	51
AF52_04510	146	14	101	152	100	278
AF52_04511	284	68	137	290	295	401
AF52_04512	1460	533	971	941	700	1237
AF52_04513	2583	1276	2427	2952	2566	4374
AF52_04514	34368	20689	32716	37552	37029	52753
AF52_04515	16607	10464	14488	17896	15756	23649
AF52_04516	7782	4154	6207	8080	7636	11838
AF52_04517	283	302	317	664	534	1084
AF52_04518	399	284	497	978	478	1040
AF52_04519	725	303	494	1357	847	1374
AF52_04520	635	346	498	550	494	509
AF52_04521	48	37	26	7	73	53
AF52_04522	98	40	120	245	135	158
AF52_04523	1479	760	1219	2025	1979	2643
AF52_04524	8302	5284	6440	9446	8402	11663
AF52_04525	3748	2456	3584	13743	12420	16775
AF52_04526	428	422	376	2457	2346	2521
AF52_04527	68	86	108	454	476	499
AF52_04528	159	39	136	251	291	240
AF52_04529	250	106	204	376	313	497
AF52_04530	46	10	39	30	39	38
AF52_04531	215	87	173	226	190	297
AF52_04532	718	257	480	1305	900	1581
AF52_04533	91	41	53	142	158	297
AF52_04534	315	155	235	1496	1255	2158
AF52_04535	1017	483	821	1291	1158	1695
AF52_04536	1120	724	1041	2118	2276	2725
AF52_04537	1006	519	895	1345	1221	1789
AF52_04538	340	136	375	293	267	818
AF52_04539	72	50	54	101	231	180
AF52_04540	24	9	35	165	152	202
AF52_04541	271	76	66	399	481	414
AF52_04542	1004	439	842	1276	1157	1728
AF52_04543	370	271	273	643	794	1117
AF52_04544	473	385	620	2048	1390	2687
AF52_04545	103	90	276	481	387	647
AF52_04546	290	154	270	344	370	297
AF52_04547	1060	422	765	1280	1120	1762
AF52_04548	0	0	3	38	10	19
AF52_04549	45	26	33	60	35	89
AF52_04550	87	34	44	104	140	180
AF52_04551	305	106	206	427	453	676
AF52_04552	2246	1073	1509	32458	30895	43572
AF52_04553	2712	1407	1890	31073	27873	41457
AF52_04554	3	14	27	102	97	119
AF52_04555	2210	1101	1874	2798	2758	3701
AF52_04556	573	240	271	224	294	114
AF52_04557	217	55	62	316	259	257
AF52_04558	60	70	99	121	277	471
AF52_04559	905	491	760	1314	1146	1731
AF52_04560	198	224	203	517	650	898
AF52_04561	41	11	24	50	36	87
AF52_04562	43	28	45	210	161	151
AF52_04563	277	125	212	414	291	590
AF52_04564	99	48	86	111	104	161
AF52_04565	83	54	106	160	282	505
AF52_04566	116	111	65	380	238	386
AF52_04567	199	99	140	325	258	402
AF52_04568	206	103	185	301	221	403
AF52_04569	2367	1027	1580	1490	1472	2020
AF52_04570	5456	3726	5043	7062	6751	10281
AF52_04571	1524	447	957	1497	1111	1662
AF52_04572	1413	760	1233	2060	1560	2394
AF52_04573	724	504	534	676	684	696
AF52_04574	280	115	194	312	285	422
AF52_04575	279	72	186	247	190	319
AF52_04576	173	67	106	161	156	185
AF52_04577	111	122	203	418	303	547
AF52_04578	1847	1028	1848	2047	1700	2466
AF52_04579	974	401	520	283	253	362
AF52_04580	4604	2542	4055	1523	1373	2414
AF52_04581	2068	1039	1919	4089	2549	4847
AF52_04582	2453	1173	2027	3613	3242	5308
AF52_04583	1832	799	1742	2223	2054	3287
AF52_04584	1164	558	1041	1639	1748	2574
AF52_04585	15809	8844	13692	10537	8253	13906
AF52_04586	19295	9834	16166	12700	9663	16621
AF52_04587	18250	9966	15645	13081	9297	14926
AF52_04588	9728	5024	5374	4930	4418	5956
AF52_04589	783	583	567	1293	1184	1749
AF52_04590	301	144	196	337	411	556
AF52_04591	1300	883	1175	1174	1008	1560
AF52_04592	5018	2796	4257	5043	4676	7105
AF52_04593	15176	9273	12096	26104	25174	33712
AF52_04594	4623	3140	4563	18647	16956	24658
AF52_04595	12046	6833	10331	24610	22520	33307
AF52_04596	8682	4759	7779	8436	8885	12338
AF52_04597	11764	7776	11798	4999	4867	6249
AF52_04598	649	258	390	357	331	587
AF52_04599	316	166	352	493	501	587
AF52_04600	14234	7090	12215	14945	11873	19442
AF52_04601	1518	969	1384	2059	1638	2379
AF52_04602	5755	2857	4945	6922	5876	11200
AF52_04603	1730	815	1617	732	715	1090
AF52_04604	1867	678	1367	4650	3604	6428
AF52_04605	702	290	855	2525	2449	3671
AF52_04606	363	297	315	957	890	1733
AF52_04607	774	560	595	1271	1055	2013
AF52_04608	732	438	673	2371	1383	2678
AF52_04609	172	56	80	426	302	241
AF52_04610	51	48	28	210	179	310
AF52_04611	37	13	6	53	65	45
AF52_04612	31	19	26	84	34	19
AF52_04613	11	70	110	60	67	52
AF52_04614	58	7	10	76	37	58
AF52_04615	256	64	142	146	113	177
AF52_04616	220	98	204	239	173	277
AF52_04617	108	1	45	42	57	160
AF52_04618	11704	7582	11611	19552	18252	30597
AF52_04619	10765	7600	9944	14467	14120	19212
AF52_04620	7975	4857	6998	12029	9889	15173
AF52_04621	30299	19728	28353	36605	31495	47895
AF52_04622	3185	1649	2468	3529	3251	4863
AF52_04623	5648	3333	4569	6446	4829	8315
AF52_04624	3159	1965	3171	7132	7199	9760
AF52_04625	324	265	283	335	399	462
AF52_04626	201	169	165	206	197	312
AF52_04627	223	103	166	346	478	551
AF52_04628	120	193	144	507	414	601
AF52_04629	286	193	420	511	444	451
AF52_04630	859	441	574	1963	1628	2491
AF52_04631	1329	577	1076	2349	2252	3266
AF52_04632	528	249	607	1108	760	1266
AF52_04633	1730	1022	1672	5930	5155	6783
AF52_04634	1162	771	1045	2480	2324	2581
AF52_04635	540	223	307	959	635	1129
AF52_04636	77	60	18	206	228	378
AF52_04637	3435	1493	2911	3944	4235	5653
AF52_04638	721	497	656	7760	6318	9860
AF52_04639	1914	1001	1645	2480	2350	2946
AF52_04640	5309	2664	4224	1439	1076	2192
AF52_04641	9631	4758	8723	7437	6210	11900
AF52_04642	646	334	708	623	459	773
AF52_04643	439	256	424	532	589	825
AF52_04644	26	5	39	135	84	207
AF52_04645	3255	1545	2715	4811	4311	7043
AF52_04646	6287	3763	5211	5149	5046	7536
AF52_04647	123	90	25	84	146	141
AF52_04648	113	110	29	210	302	241
AF52_04649	140	33	17	256	85	261
AF52_04650	756	468	678	727	872	1508
AF52_04651	5354	3529	4132	4836	3931	5566
AF52_04652	2684	1241	2379	3916	3370	5381
AF52_04653	454	227	500	525	297	704
AF52_04654	843	388	896	4779	3873	6403
AF52_04655	1273	681	1236	1096	890	1705
AF52_04656	2915	1322	1964	3458	2681	5130
AF52_04657	7497	3676	6098	8413	7442	9607
AF52_04658	40	61	84	386	314	326
AF52_04659	70	24	10	652	509	852
AF52_04660	60	37	66	424	409	605
AF52_04661	194	165	190	1637	1346	2156
AF52_04662	67	30	1	403	214	444
AF52_04663	59	38	27	162	134	162
AF52_04664	33	30	39	168	113	208
AF52_04665	79	60	92	183	103	218
AF52_04666	129	159	346	494	397	589
AF52_04667	837	358	641	875	937	1357
AF52_04668	274	84	130	353	291	546
AF52_04669	539	306	418	667	528	838
AF52_04670	1112	767	1152	1106	1261	1830
AF52_04671	1153	581	1046	1054	1151	1359
AF52_04672	288	42	299	1381	1023	1353
AF52_04673	13	5	54	641	527	646
AF52_04674	107	21	50	667	733	783
AF52_04675	1153	584	1185	431	445	700
AF52_04676	2200	1249	1901	831	529	1087
AF52_04677	2550	1411	1814	8799	8357	12187
AF52_04678	785	373	623	472	616	912
AF52_04679	1566	711	1127	18253	15423	25001
AF52_04680	2026	1172	1601	3368	2562	4642
AF52_04681	370	191	278	69	125	81
AF52_04682	639	520	633	111	110	137
AF52_04683	86	5	14	291	132	314
AF52_04684	129	112	90	593	431	619
AF52_04685	355	177	106	621	690	873
AF52_04686	393	191	295	770	462	823
AF52_04687	316	244	336	494	431	694
AF52_04688	1049	405	574	900	701	1174
AF52_04689	1313	427	703	842	485	994
AF52_04690	806	719	792	875	737	1207
AF52_04691	1559	987	1196	1510	1269	2367
AF52_04692	2710	1566	2489	1938	1517	2383
AF52_04693	12604	7210	10466	6193	5035	9207
AF52_04694	1724	907	1353	1759	1354	2065
AF52_04695	5902	3521	5024	5058	3860	7137
AF52_04696	3501	2335	2730	2960	2695	4054
AF52_04697	3732	1815	2860	1608	1308	1820
AF52_04698	850	584	874	1412	1551	1730
AF52_04699	3	8	23	546	261	444
AF52_04700	134	145	83	3019	2705	4227
AF52_04701	171	90	203	1916	1445	2490
AF52_04702	620	225	422	1372	965	1799
AF52_04703	247	72	136	1130	841	1707
AF52_04704	600	180	366	3827	2953	5076
AF52_04705	114	83	249	356	387	535
AF52_04706	162	82	96	90	261	215
AF52_04707	246	160	280	312	187	359
AF52_04708	99	105	172	163	257	234
AF52_04709	48	0	30	24	93	45
AF52_04710	18	1	10	73	36	16
AF52_04711	40	33	15	74	70	83
AF52_04712	51	62	82	61	99	131
AF52_04713	365	167	385	250	149	370
AF52_04714	106	123	190	65	61	49
AF52_04715	152	162	58	118	99	188
AF52_04716	4290	3225	4275	6379	6405	7736
AF52_04717	472	304	199	582	396	687
AF52_04718	970	485	785	1355	1112	1697
AF52_04719	29	0	44	129	70	163
AF52_04720	24	8	50	151	83	178
AF52_04721	90	78	25	273	212	265
AF52_04722	162	186	147	353	205	360
AF52_04723	966	500	603	1744	1518	2585
AF52_04724	2772	1353	2123	8691	6995	11639
AF52_04725	1707	899	1445	2144	1453	2487
AF52_04726	908	658	822	850	977	1284
AF52_04727	1459	716	984	1561	1435	2082
AF52_04728	59	14	79	154	122	257
AF52_04729	310	102	125	431	450	570
AF52_04730	174	104	99	1357	1277	1911
AF52_04731	143	60	81	1268	1482	2023
AF52_04732	141	81	61	372	466	539
AF52_04733	1244	544	880	1002	893	1263
AF52_04734	431	294	232	777	542	838
AF52_04735	183	162	152	490	368	571
AF52_04736	984	470	800	1237	1060	1713
AF52_04737	344	94	382	243	325	270
AF52_04738	2138	1256	2163	575	678	952
AF52_04739	982	432	704	1248	1073	1716
AF52_04740	798	456	532	2489	1626	3613
AF52_04741	11082	4505	8533	9587	6992	11210
AF52_04742	36252	24458	31406	25951	23623	35610
AF52_04743	2232	1102	1951	3651	2734	4077
AF52_04744	2787	1612	2569	3261	3440	5907
AF52_04745	1338	828	1226	875	585	1280
AF52_04746	1593	901	1587	1333	1266	1119
AF52_04747	6392	3216	6310	3957	3567	5298
AF52_04748	758	277	611	271	298	535
AF52_04749	482	166	416	181	145	434
AF52_04750	857	455	859	667	693	876
AF52_04751	501	210	341	290	282	295
AF52_04752	2195	1009	2132	5494	4519	7573
AF52_04753	362	178	259	2057	1655	2822
AF52_04754	749	374	503	1924	1686	2872
AF52_04755	1912	766	1232	2448	2760	3573
AF52_04756	2020	927	1322	1705	1093	2024
AF52_04757	932	427	935	608	832	933
AF52_04758	747	645	635	1663	1131	1856
AF52_04759	1814	946	1120	1505	1302	2201
AF52_04760	3075	1689	1893	2862	2232	3583
AF52_04761	3058	1568	2626	1542	1630	2492
AF52_04762	7136	3959	6717	4874	4369	6955
AF52_04763	2286	1048	1883	2861	2180	4211
AF52_04764	805	406	737	695	689	986
AF52_04765	1438	1131	1181	1980	2017	3148
AF52_04766	4124	2591	3826	3986	4226	5793
AF52_04767	4629	2557	4042	6653	5285	8931
AF52_04768	159	130	140	832	923	1168
AF52_04769	400	247	420	2186	1777	2914
AF52_04770	738	537	685	2085	1794	3001
AF52_04771	746	397	453	1658	884	1506
AF52_04772	5082	2892	4829	13653	10888	16301
AF52_04773	510	192	483	1189	1256	1495
