"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"AF52_03854",969.253826170751,1.18744846848209,0.194087439742569,6.11811083734777,9.46911990540672e-10,3.85519770487495e-09
"AF52_03781",2415.25190156468,0.748583670489967,0.122394526386769,6.11615316950063,9.58611913032586e-10,3.89671646015639e-09
"AF52_01895",847.5986389005,-1.28356253744303,0.209874397407306,-6.11586050180291,9.60373098875112e-10,3.90054180892403e-09
"AF52_01070",370.278231223693,1.94764441647441,0.318667445277076,6.11183993012204,9.8488946395769e-10,3.99670161312523e-09
"AF52_02325",521.747781389756,1.59110561955836,0.26037551345914,6.11081126032248,9.91259418493645e-10,4.01912173431865e-09
"AF52_03563",3665.92357012439,0.752285410869427,0.12327321763845,6.10258598973071,1.04365927921374e-09,4.22797575122704e-09
"AF52_01344",1402.27509059049,-0.917620798734833,0.150405622991629,-6.10097402266607,1.05424042795837e-09,4.26720636201705e-09
"AF52_00823",699.557976159259,1.10527039609378,0.181237035799985,6.09847976830499,1.07081947383354e-09,4.32694767846417e-09
"AF52_02660",425.455582334267,1.67489514757195,0.274635629153503,6.09860837333599,1.06995846862853e-09,4.32694767846417e-09
"AF52_03562",3648.69176716369,0.688745057601288,0.113009129059135,6.09459663423196,1.09713741200107e-09,4.42952931364779e-09
"AF52_04641",7886.01525918946,0.678720357582976,0.111418730696949,6.09161810888916,1.11775073149409e-09,4.50892491856308e-09
"AF52_00691",213.042913349122,2.28441653421693,0.375677314498689,6.08079446390128,1.19588510017705e-09,4.82002503088309e-09
"AF52_04681",212.874508738529,2.33791264859687,0.384575924402249,6.07919659097412,1.20786198859959e-09,4.86417579828929e-09
"AF52_03109",1982.14462433669,0.864734050344085,0.142286900049462,6.07739749789677,1.22148710037061e-09,4.91488379810712e-09
"AF52_03188",1508.13698943752,0.912161341819346,0.150110019146702,6.07661864947132,1.22743193671079e-09,4.93462915553383e-09
"AF52_01693",1234.75815062487,0.870511392300267,0.143457882035132,6.06806248601303,1.29462538971303e-09,5.20037023097565e-09
"AF52_01650",7707.44464715051,0.92650121727698,0.152859900070165,6.06111358735485,1.35182320039811e-09,5.42554526674549e-09
"AF52_01576",1608.89805049513,0.910177841496334,0.150338393396961,6.05419428085182,1.41122209672432e-09,5.65916719394676e-09
"AF52_01772",1912.47448838521,0.845777034646857,0.139795365184888,6.05010783818381,1.44748908374019e-09,5.79971194799356e-09
"AF52_04076",497.857305360646,1.58720298363677,0.262464979092239,6.04729434428269,1.47298506566641e-09,5.89689980834127e-09
"AF52_01348",757.999100519567,1.23386091807023,0.204235637873998,6.04135953408608,1.52821016819627e-09,6.11284067278509e-09
"AF52_00604",836.230882933967,-1.14231410200959,0.189091383880952,-6.0410690247461,1.53096462449503e-09,6.11871239840199e-09
"AF52_02372",358.865888135295,1.61397889379727,0.267400153837739,6.03581886784046,1.5815858279861e-09,6.3157197295566e-09
"AF52_01389",2080.83174874367,0.944507597181059,0.156747361711073,6.0256682273354,1.68412339777617e-09,6.71953932871094e-09
"AF52_04646",5419.22008271455,0.612319226543043,0.101651445876248,6.0237138907841,1.70459583997665e-09,6.79552205777781e-09
"AF52_04184",16868.9441869866,0.547991450469305,0.0910649965082944,6.01758602625535,1.77037236401855e-09,7.05183497761494e-09
"AF52_03933",707.775004491329,1.24292497174834,0.206775373526649,6.01099130205731,1.8439230015822e-09,7.33865924311711e-09
"AF52_03374",169.1511143897,-2.93465933543487,0.489708273840478,-5.99266847672424,2.06425398668507e-09,8.20868893032960e-09
"AF52_02834",599.005307601544,1.57861775578421,0.263739441528964,5.98552020370017,2.15699344209508e-09,8.57030978329506e-09
"AF52_00671",11520.3486138542,0.562829196598672,0.0941494076313551,5.97804288692338,2.25834287627728e-09,8.96550811316756e-09
"AF52_02027",1153.53492873999,-1.14893907472083,0.192325902014837,-5.97391751544834,2.31622945095857e-09,9.1876457621009e-09
"AF52_04319",2859.25498525663,0.709643481392833,0.118899184138771,5.96844702117202,2.39522391931319e-09,9.49307080021126e-09
"AF52_04085",10796.0140911603,0.546952053661894,0.0917248734859158,5.96296329311239,2.47704083252066e-09,9.80916419606016e-09
"AF52_03581",2005.92334152834,-0.956375636972966,0.160484469998241,-5.95930333311034,2.53315513859025e-09,1.00230331440393e-08
"AF52_03600",518.727298387094,1.28300097263224,0.215429145241416,5.95555894349614,2.59184461107426e-09,1.0246727323582e-08
"AF52_01370",8018.55280557588,0.636764066143145,0.106973401539581,5.95254574481807,2.64003309438223e-09,1.04285692665132e-08
"AF52_03438",986.547744310465,0.959666435695785,0.161337963922353,5.94817495129442,2.71148698197102e-09,1.07019353412898e-08
"AF52_00420",96.3054750283987,-3.24544719285078,0.546190505502334,-5.94196925826442,2.81618241820736e-09,1.11059399510731e-08
"AF52_02280",478.616658312764,2.15112914790161,0.362232383606879,5.93853350846779,2.87582878766013e-09,1.13317661260245e-08
"AF52_01055",720.802588321882,1.53865696890446,0.259226731318386,5.93556444228992,2.92836271947466e-09,1.15292161372694e-08
"AF52_01100",1705.69758135421,-0.889725697690027,0.150033839346752,-5.93016683145545,3.02627040828157e-09,1.19048321437445e-08
"AF52_00726",739.518745381295,1.09126324003108,0.184182918783463,5.92488840571603,3.12509536542121e-09,1.22834326925151e-08
"AF52_04492",6343.94804135418,0.766084975565711,0.129434251276247,5.91871910264836,3.24458558635662e-09,1.27425673399769e-08
"AF52_01573",1256.32856253693,-1.12944121253327,0.190900268352289,-5.91639405372122,3.29076274625058e-09,1.29132571131747e-08
"AF52_03048",6677.16229390452,0.650043154264592,0.110044471390773,5.90709506846791,3.48192837158392e-09,1.36521445467874e-08
"AF52_04004",6674.84161811054,0.555767402377764,0.0941571701323484,5.90254997677363,3.57925640152618e-09,1.40221939420581e-08
"AF52_00674",13227.7335023238,-0.477644623675965,0.0809457485607269,-5.90079938932961,3.61744542709774e-09,1.41601402891167e-08
"AF52_02404",482.046770643847,1.50973279355074,0.255863579198102,5.9005380847183,3.62317969649863e-09,1.4170923220845e-08
"AF52_04411",678.286756017767,1.24310517451433,0.210937171387636,5.89324852673735,3.78676209675867e-09,1.47985542581629e-08
"AF52_00917",312.007661651813,-1.95673950330548,0.332203535039212,-5.89018266489704,3.85768972765911e-09,1.50633598889546e-08
"AF52_00256",7539.95210599597,0.580321322380215,0.098551781029481,5.88849147441198,3.89736648855699e-09,1.51970271762751e-08
"AF52_03426",566.991983976649,1.27531001974621,0.216578169787921,5.88845136605885,3.89831226977621e-09,1.51970271762751e-08
"AF52_03612",3498.12069324501,0.654705331796545,0.111299918559735,5.88235229880389,4.04476242108201e-09,1.57550287261802e-08
"AF52_00687",333.736379370768,1.47468985936581,0.251029692697992,5.87456345708066,4.23959058401599e-09,1.65004032877087e-08
"AF52_02405",3571.86568587146,0.694415399477895,0.118220024226672,5.87392367765412,4.25599375228527e-09,1.65507001519777e-08
"AF52_04770",1254.74914937969,-0.94831615698907,0.161625064197574,-5.86738301820458,4.42727154586428e-09,1.72026989151393e-08
"AF52_03808",368.114471209378,1.75765878954124,0.299606186945085,5.86656372975168,4.44919304997134e-09,1.72737650168683e-08
"AF52_00107",582.735772377705,-1.65474674393849,0.282630325645278,-5.85480960035165,4.77556803151182e-09,1.85257761483444e-08
"AF52_02026",2120.21516602533,1.02245860212226,0.17474706823347,5.85107728821073,4.88399189686622e-09,1.89309416964105e-08
"AF52_01878",934.788644869505,1.08012553741025,0.184782010550408,5.84540418297699,5.05339748765466e-09,1.9571627403327e-08
"AF52_02692",262.550259246713,-1.97816959980654,0.338495513496601,-5.84400537357907,5.09603829270899e-09,1.9720714499694e-08
"AF52_01861",430.095707664885,-1.71833105098998,0.294366870227199,-5.83737921887655,5.30283091446976e-09,2.05042795359497e-08
"AF52_02039",278.545257604702,1.69447040845015,0.290350479057734,5.83594838193195,5.34854537608418e-09,2.06642419241725e-08
"AF52_02923",1633.15305291941,-0.867943260877481,0.149152024016305,-5.81918526819722,5.91351596561708e-09,2.28284755945413e-08
"AF52_03172",2224.58279705848,0.852134958710759,0.146482477982182,5.81731665417628,5.97997954578583e-09,2.30663282398681e-08
"AF52_00112",406.983676447478,-1.74654316109764,0.300425585559128,-5.81356330835509,6.11568276939261e-09,2.35706541744175e-08
"AF52_04366",3089.76523718811,-0.731787139858442,0.1259445883567,-5.81038970714548,6.23275835396889e-09,2.40024281226527e-08
"AF52_03843",2193.8931188773,0.795376255002906,0.13693380783997,5.80847248425631,6.30453882151618e-09,2.425921248797e-08
"AF52_01815",4872.51683406013,-0.632327965984318,0.108887801719177,-5.80715154499214,6.3544617163905e-09,2.44315439960818e-08
"AF52_04311",1483.8036344115,-0.957516385944428,0.165126122424766,-5.79869721328123,6.68320759722522e-09,2.56747458258507e-08
"AF52_00919",234.78518408542,-2.32019914561989,0.400307355147828,-5.79604425395349,6.78973540747314e-09,2.60629391428105e-08
"AF52_02292",215.403116030438,1.74385557213183,0.30118158273849,5.7900471744515,7.03666581670026e-09,2.69890182453439e-08
"AF52_00833",2951.17306072761,-0.736250289390205,0.127214748139431,-5.78746018176487,7.14586188445676e-09,2.73857527175474e-08
"AF52_01558",679.17282232033,4.13013146265231,0.713979843425297,5.78466115070998,7.26586400038359e-09,2.78232280079101e-08
"AF52_04544",1054.56034855217,-1.17522327313007,0.203174315716308,-5.78431023127468,7.28104642806193e-09,2.78589354882241e-08
"AF52_01083",356.275190437948,-2.49001802991729,0.430508510922932,-5.78389965991414,7.29884884398938e-09,2.79046021720366e-08
"AF52_03620",209.410402968827,2.10223443999023,0.364255978628455,5.77131073566958,7.86572722429571e-09,3.00477097821288e-08
"AF52_03902",1622.756401806,0.774065418656354,0.134179540574875,5.76887814148095,7.98009802262435e-09,3.04601494346721e-08
"AF52_02221",896.740457208289,1.2793429118266,0.221952944504884,5.76402766217165,8.21299450957718e-09,3.13239790597827e-08
"AF52_04356",2708.62693945172,-0.67132005233597,0.116479015167385,-5.76344203607196,8.24155663319452e-09,3.14077270412445e-08
"AF52_03855",1010.84377426783,1.07352035442943,0.186703261558206,5.74987466994387,8.93096282206888e-09,3.40077335322335e-08
"AF52_00757",866.974660944415,-1.00345562846729,0.174704179527694,-5.74374139863222,9.26071838195015e-09,3.52351812996439e-08
"AF52_01700",4524.90731658497,0.699035168417637,0.121727836138133,5.74260736570057,9.32297285887964e-09,3.54436921797215e-08
"AF52_00079",895.294461687506,-0.989309335671486,0.172563485243733,-5.73301665919739,9.8659938830689e-09,3.74781684567697e-08
"AF52_01722",6301.2533727992,0.560634612438553,0.0977935901378042,5.73283598289565,9.87651310442935e-09,3.74881854147374e-08
"AF52_00587",318.475657202577,1.46035439538391,0.254932377913874,5.72839906540736,1.01382845749162e-08,3.84511016254399e-08
"AF52_02249",257.388412433877,-2.46356712638558,0.430472200687336,-5.72294127809413,1.04695460198202e-08,3.96758253946335e-08
"AF52_01724",577.239948152252,1.13471777731939,0.198363004532342,5.72041031539419,1.06267109457994e-08,4.02393608743806e-08
"AF52_03872",1667.33612919946,0.796492898611077,0.139427289099927,5.71260406591018,1.11260335133074e-08,4.20965913995944e-08
"AF52_01367",2378.89192584332,0.858959909069725,0.150533157414489,5.70611766751562,1.15582110857677e-08,4.36970206072427e-08
"AF52_03504",824.522025622069,-1.30316780218715,0.228604759544058,-5.70052786646376,1.19437005778414e-08,4.5118538481504e-08
"AF52_02093",21542.9742258532,-0.4987916828246,0.0875083071992012,-5.69993522659702,1.19852958591739e-08,4.52397357985962e-08
"AF52_04033",5895.18239430594,-0.697136282419036,0.122337153019606,-5.6984837820062,1.20877629918886e-08,4.55903257648075e-08
"AF52_00677",1891.15464235568,0.802592673826037,0.141005754593648,5.69191432036911,1.25622891679223e-08,4.73425097326772e-08
"AF52_01359",594.203179494648,1.25007499801251,0.219863332105917,5.68569113384625,1.30284678211325e-08,4.90439803989896e-08
"AF52_01710",16801.5451866299,0.551775187779585,0.0970476095015101,5.68561338722103,1.30343968091512e-08,4.90439803989896e-08
"AF52_04630",1132.9927929125,-0.890338418425201,0.156780135686222,-5.67889812397607,1.35565186998896e-08,5.09682236653556e-08
"AF52_04187",2235.23261237095,-0.716335909973209,0.126156746286801,-5.67814192310185,1.36165719799057e-08,5.11535674063439e-08
"AF52_00999",692.723009806446,-1.09063938666822,0.192228148608586,-5.6736715957712,1.39768958765093e-08,5.24657591070861e-08
"AF52_00054",311.97678404676,-1.58494446463383,0.279451399170804,-5.67162830222616,1.41446608739034e-08,5.30536333724642e-08
"AF52_01450",1475.25238586852,-0.951718766947581,0.167887450684056,-5.66879038945323,1.43809170640807e-08,5.38972746704236e-08
"AF52_00796",4014.3350578306,-0.574445115334318,0.101369267194373,-5.66685674300902,1.454408417792e-08,5.44658774410925e-08
"AF52_02425",217.484739567824,2.22511298999915,0.393134020076616,5.65993497475876,1.51430361731374e-08,5.66642643898046e-08
"AF52_03499",12807.2520891994,-0.451846892783187,0.0799304210954432,-5.6530027815523,1.57668754115656e-08,5.89522480011052e-08
"AF52_04109",545.466114520899,-1.26818482771768,0.224500635593153,-5.64891419735632,1.6146441547517e-08,6.03240188530958e-08
"AF52_00085",797.055080594608,-1.06915722861197,0.189485649710457,-5.64241793637509,1.67678464459605e-08,6.25964503116075e-08
"AF52_03846",1019.80757935872,-1.17511013625945,0.208336213170384,-5.64045068486679,1.69605641239608e-08,6.32662297831824e-08
"AF52_02333",352.184238454438,-1.88601679107811,0.334609135214576,-5.63647728825053,1.73563914125259e-08,6.46920043557784e-08
"AF52_02525",87.6686043196629,-3.90474161554267,0.694156179424603,-5.6251629406791,1.85332951276928e-08,6.90245510002405e-08
"AF52_01839",129.150781281635,-2.52009565030126,0.448101119374352,-5.62394410846345,1.86646061079753e-08,6.94592070810099e-08
"AF52_02100",856.314527263616,1.10798220231624,0.197269844529584,5.61658171809468,1.94772155612834e-08,7.24266123608006e-08
"AF52_01010",485.554279238236,-1.28180470663013,0.228262935507853,-5.61547455691085,1.96023500752979e-08,7.28349819985289e-08
"AF52_02729",2879.71600644622,-0.648517803463609,0.115601455132679,-5.60994498485583,2.02390944533769e-08,7.51421804998132e-08
"AF52_02202",2003.4307135913,0.778620018744521,0.13930430245291,5.58934652436684,2.27925711782584e-08,8.45565277096699e-08
"AF52_03858",480.726830103245,-1.24977141977799,0.223930264422157,-5.5810741929099,2.39037642852805e-08,8.86097450824584e-08
"AF52_04344",847.493784393627,-1.12968638624075,0.202459952554297,-5.57980169405491,2.40792952153336e-08,8.91909096916874e-08
"AF52_03982",3109.68506702803,-0.72772492821653,0.13050361707971,-5.57628167326614,2.45713954450751e-08,9.09428457095542e-08
"AF52_04043",537.031041131949,-1.22841678953778,0.220312570838645,-5.57579072706417,2.46408008127308e-08,9.11288092265534e-08
"AF52_04651",4576.25064237361,0.696174415845961,0.125103452022264,5.56478981668762,2.62468573057058e-08,9.69930484428414e-08
"AF52_02526",132.638063044899,-2.68915522455209,0.48331124188598,-5.56402374184067,2.63624055811472e-08,9.73444106707578e-08
"AF52_03947",28935.6060685483,-0.574627921803628,0.103505803038079,-5.55164932725779,2.8298683299309e-08,1.04413140241671e-07
"AF52_02990",3298.4368276565,-0.66560267716818,0.120100082593878,-5.54206677291751,2.98922268264949e-08,1.1020731068745e-07
"AF52_03095",417.68339311436,1.45028732696469,0.26174026417574,5.5409408694985,3.00850800704705e-08,1.10832409616698e-07
"AF52_01065",1061.56315351001,-0.908552606099377,0.164207738211141,-5.5329463519627,3.148958082852e-08,1.15916754195388e-07
"AF52_04444",629.860559865494,-1.25601774334924,0.227085377140105,-5.53103752944126,3.18342200494941e-08,1.17094780011906e-07
"AF52_00825",1058.53375213589,-0.950847837226623,0.171919736498216,-5.53076602252987,3.18835370896652e-08,1.17185550539759e-07
"AF52_04084",13201.93708085,0.488975951906329,0.0884244379574184,5.52987345129409,3.20461883363335e-08,1.17692410600465e-07
"AF52_00692",226.950814999228,1.8429881069742,0.333783764658316,5.52150314698741,3.36111793304925e-08,1.23249629063857e-07
"AF52_03809",1023.086448657,0.903774250236792,0.163682464134092,5.5215093138896,3.36099994651513e-08,1.23249629063857e-07
"AF52_03158",1594.19599550315,0.799836944699083,0.144879774085918,5.52069431185581,3.37662761435683e-08,1.23722965592304e-07
"AF52_00120",410.056942968325,1.35959258160194,0.246464420308062,5.5163847986762,3.46044141828647e-08,1.26696377100619e-07
"AF52_04290",2074.97005584017,-0.651793437416416,0.118200609716284,-5.51429843704622,3.50173965680772e-08,1.28109798521366e-07
"AF52_00380",966.041740764709,0.938087778517485,0.170158709216935,5.51301654105475,3.52735066268957e-08,1.28947576877414e-07
"AF52_00436",212.07112236502,-2.05422996818961,0.373338587847885,-5.5023242575359,3.74816777736104e-08,1.36914638626184e-07
"AF52_01242",3493.10619255804,0.636016635490098,0.115721759635558,5.49608507071705,3.88315237857209e-08,1.41736551899377e-07
"AF52_04413",4318.79889707365,0.737576159942934,0.134219930341982,5.49528045547072,3.90089969987613e-08,1.42275145495482e-07
"AF52_01900",1901.5008737535,-0.779392510293437,0.141940786736318,-5.49096935570257,3.99733713022037e-08,1.45680730968031e-07
"AF52_01898",1977.96640256024,-0.881500349052609,0.160585648654806,-5.48928473021569,4.03564627517879e-08,1.46964270174199e-07
"AF52_01789",2246.97827312054,0.995804226074434,0.181786059666318,5.47789103247141,4.30425048866925e-08,1.56625977996258e-07
"AF52_01718",465.334592117989,-1.42746447881689,0.260639635865403,-5.47677437499971,4.33148933006532e-08,1.57496660961702e-07
"AF52_00162",304.027417790646,1.56629615895208,0.2863113055315,5.47060534701714,4.4850101593965e-08,1.62954227028951e-07
"AF52_04075",1099.8559235844,0.932601983818922,0.170484654834235,5.4702986889096,4.49277763371543e-08,1.631118353126e-07
"AF52_03112",1113.91026654557,1.20479349957686,0.220311527748457,5.4685903724132,4.53628757950617e-08,1.6456585604982e-07
"AF52_01458",989.084805969067,0.993255628175162,0.182004467830054,5.45731453747945,4.83389622796378e-08,1.75228738263687e-07
"AF52_02992",575.624790679685,1.39293470641237,0.255280059205902,5.45649633091344,4.85621306207551e-08,1.7590365059582e-07
"AF52_03706",1791.35384042946,0.818158320962216,0.150168443149879,5.44827064728661,5.0861922770499e-08,1.84093839190634e-07
"AF52_02129",993.741042997931,-0.978299408414915,0.180285314201207,-5.4263954485116,5.75034825618957e-08,2.07974572672529e-07
"AF52_04499",6993.08430277905,-0.651319994208103,0.12005378907709,-5.42523479862738,5.78784057961169e-08,2.0917150301393e-07
"AF52_01636",3768.14574460555,0.653016400937517,0.120387915288439,5.42426870149669,5.81922883596583e-08,2.10146183324628e-07
"AF52_04374",448.997195111996,1.14860523663464,0.212082199067183,5.41584933429886,6.09984506286297e-08,2.20112770250199e-07
"AF52_00191",9234.61159502088,0.463345488641536,0.085606734257018,5.41248877980123,6.21547506012442e-08,2.24115234161878e-07
"AF52_03633",70.8971084179464,-4.73108654835058,0.874175652040686,-5.41205481679372,6.23056081057254e-08,2.24488994053659e-07
"AF52_04409",53.6070279392262,-4.43310305350504,0.819282560942395,-5.41095742158331,6.26886774566463e-08,2.25698221032407e-07
"AF52_03826",4748.8225964275,0.927986196664161,0.171560833687898,5.40907954756356,6.33494891597477e-08,2.27904818792557e-07
"AF52_01858",866.543434326933,-0.991718424283042,0.183377501054837,-5.40807033893695,6.37074060146731e-08,2.29019216179732e-07
"AF52_03019",845.850759248041,-1.17808948188938,0.217875137685466,-5.40717722271791,6.40257840233646e-08,2.29989900917766e-07
"AF52_00639",536.969488158625,1.13944791829297,0.210775672766159,5.40597452893488,6.44569567188307e-08,2.31363989550761e-07
"AF52_02814",2269.5884666504,-0.764680438478082,0.141465596311372,-5.40541628789367,6.46580439882589e-08,2.31735988853172e-07
"AF52_04392",16628.0154937543,0.557944092508884,0.103216872972267,5.40555120923685,6.46093875608973e-08,2.31735988853172e-07
"AF52_01598",2558.09823847737,0.682400252941309,0.126335643022969,5.40148636293594,6.60909643437908e-08,2.36693242785444e-07
"AF52_02350",1143.54753740274,-1.0396779370597,0.19248653938207,-5.40130203596221,6.61589230873005e-08,2.36758343268022e-07
"AF52_04608",1164.85446567808,-0.965284376775565,0.178973563018615,-5.39344672193383,6.91188266528891e-08,2.47164766587324e-07
"AF52_04013",1270.30314684225,0.793845668087686,0.147229051288383,5.39190914524572,6.97130155043769e-08,2.49102255250801e-07
"AF52_02977",927.118714861331,1.34229832845163,0.248998356010124,5.39079193116061,7.01478579596038e-08,2.50467877219126e-07
"AF52_04012",14142.4758168073,-0.700970178674188,0.130072316400762,-5.389080459784,7.0819096965379e-08,2.52674887597406e-07
"AF52_01218",1256.69156660856,-0.764667960936142,0.141984227908364,-5.38558382294164,7.22098721591495e-08,2.57443892045663e-07
"AF52_00173",1340.65026000044,-0.873287087701855,0.162221328623826,-5.38330622187736,7.31299692143349e-08,2.60528939013765e-07
"AF52_00344",259.780398320768,-1.74790067186603,0.324931260189855,-5.3792936722824,7.4778641435605e-08,2.66203007984833e-07
"AF52_00095",583.993284400249,1.29059569751371,0.239949149698184,5.37862167520519,7.50582472747476e-08,2.66998522093268e-07
"AF52_01436",729.528066798109,1.13671362067325,0.211559979136646,5.37300875766793,7.74335665316323e-08,2.75242184173724e-07
"AF52_00349",338.50741090006,-2.12949076548395,0.396353238525297,-5.37270938773479,7.75622804230313e-08,2.75493805595173e-07
"AF52_04167",2374.98445858654,0.76882961635812,0.143267316687487,5.36639921884758,8.03240485879513e-08,2.85090429167385e-07
"AF52_00623",858.374330918777,0.898806124753714,0.167678553461093,5.3602926921854,8.30872241094909e-08,2.94677731442758e-07
"AF52_03839",1859.11647693065,0.735028752351293,0.13713424481174,5.35992124622373,8.32582387889844e-08,2.95064220328174e-07
"AF52_02584",1696.77405593999,-0.725524857910656,0.135383222863093,-5.35904554912499,8.36627620334922e-08,2.96277063463357e-07
"AF52_03561",2966.74146522393,0.692828900437988,0.129337852435897,5.35673731540709,8.47381781415999e-08,2.99862183959411e-07
"AF52_02816",1052.55732599133,1.0332424450433,0.192906944668374,5.35617028624629,8.50044004347965e-08,3.00580615961258e-07
"AF52_03811",200.177456915124,-2.09340806882416,0.391124342122501,-5.35228274840665,8.68515466089935e-08,3.06884068107261e-07
"AF52_00345",1088.56975515279,-3.02507086031907,0.565727461393737,-5.34722294170844,8.93139779139542e-08,3.15118725689859e-07
"AF52_03848",1748.72441284269,1.01033720694826,0.188946195157871,5.34722176386822,8.93145589213478e-08,3.15118725689859e-07
"AF52_04748",467.32389684288,1.36230886739916,0.254954029212032,5.34335100178471,9.12438344704379e-08,3.21686936057378e-07
"AF52_03125",6084.74816736711,0.527903069349671,0.0989103017970299,5.33718995654225,9.43981287198866e-08,3.32561111253171e-07
"AF52_04491",1654.02145105844,0.727887807538628,0.136439686974675,5.33486864180312,9.56137493534268e-08,3.3659436856025e-07
"AF52_02563",468.025273993821,1.18909949759024,0.223079850094914,5.33037608320211,9.80095896690238e-08,3.44773379042809e-07
"AF52_01922",514.389448996619,-1.13857565006988,0.21366326151559,-5.32883211645067,9.88463119338168e-08,3.47459763161296e-07
"AF52_04171",471.887099144336,1.21702266708512,0.228396958211132,5.32854148591632,9.90045848100679e-08,3.47759088151169e-07
"AF52_00269",359.948563684428,-1.58035740902953,0.296679074657584,-5.32682465338523,9.99445618445024e-08,3.50801724082991e-07
"AF52_03636",708.367141320045,-1.67172060148045,0.313843973266642,-5.32659774881244,1.00069438026075e-07,3.50981008297945e-07
"AF52_04083",13088.9881264002,0.423430965079369,0.0796369217984152,5.31701823120686,1.0548150327004e-07,3.6969051551386e-07
"AF52_02875",2946.94452034228,0.644440930631281,0.121611604475909,5.29917299758137,1.16328374680117e-07,4.07406296007831e-07
"AF52_01969",368.894096479593,-1.31937744407877,0.249353745055267,-5.29118760091748,1.21524630339238e-07,4.25291495138642e-07
"AF52_01766",1681.96150025447,0.727033962783578,0.137625174426733,5.28271056376119,1.27286405410662e-07,4.45128047156696e-07
"AF52_04420",719.19239874356,0.963415316512726,0.182398236113877,5.28193329628054,1.27827742372759e-07,4.46692683853667e-07
"AF52_03906",1019.16881928165,-0.826812788249133,0.156668524886946,-5.27746583971332,1.30982611570089e-07,4.57381277993643e-07
"AF52_00655",1449.89852146273,0.822856323535991,0.156090408052756,5.27166488832471,1.35191753704696e-07,4.71732927820641e-07
"AF52_03599",1150.5511232579,-1.028461462051,0.195188145949611,-5.26907746906157,1.37111093843921e-07,4.78079444517368e-07
"AF52_04569",1641.27598693323,0.77326343219032,0.146776788628629,5.26829507182374,1.37696645829826e-07,4.7976941213674e-07
"AF52_04283",155.025045515879,2.33675426149012,0.444003759986609,5.26291547972611,1.41788771364869e-07,4.9366573690433e-07
"AF52_03615",1010.40678064089,0.907071298701516,0.172427171884564,5.2606053256431,1.43581928980233e-07,4.99201643239695e-07
"AF52_03880",24450.4222531371,0.595438092136197,0.113188318903004,5.26059665791535,1.43588698055488e-07,4.99201643239695e-07
"AF52_02562",448.229984861677,1.67432304647543,0.318411649655547,5.25835988817209,1.45345862954264e-07,5.0494150782358e-07
"AF52_02123",17559.9180724944,0.531366454749598,0.101159918887238,5.25273705826028,1.49855399905809e-07,5.20227943030678e-07
"AF52_01885",3217.64277413182,0.653885804168423,0.124557057524677,5.24968891496874,1.52356281297494e-07,5.28524050948855e-07
"AF52_03511",1089.04015196317,0.883917787865087,0.168644173191725,5.24131828059184,1.5943343842189e-07,5.52671598494539e-07
"AF52_04443",1627.00313993365,-1.00553258743813,0.19185469878153,-5.24111524932291,1.59608984693398e-07,5.52877153096724e-07
"AF52_04417",562.79190834994,1.06290274966806,0.203041710218674,5.23489852662942,1.65075528474808e-07,5.7139680744264e-07
"AF52_02920",803.29946859463,1.07821358178924,0.20603731116068,5.23309868351169,1.66691686225493e-07,5.76571388864322e-07
"AF52_00921",688.421890966785,-1.19745703047807,0.228964984858845,-5.22986967293839,1.69629580446825e-07,5.86306892881612e-07
"AF52_01657",212.571597406491,1.76543334142962,0.337675941779847,5.22818810284277,1.71179307299796e-07,5.9123368592435e-07
"AF52_03363",1324.8500402836,0.812487793700377,0.155689725736859,5.21863462636971,1.80246939145354e-07,6.22100466310089e-07
"AF52_04116",423.858773811344,-1.35702921456827,0.260048483315738,-5.21837004109973,1.80504562733608e-07,6.22537853778853e-07
"AF52_03474",5048.14870256083,0.612974211426231,0.117493291888292,5.2170996452208,1.81746498283114e-07,6.26366917271368e-07
"AF52_00516",417.587912177844,-1.37214710177426,0.263389926748003,-5.20956560000511,1.89283275856484e-07,6.51869123804084e-07
"AF52_03807",103.451639646591,2.57192966858896,0.493833582115398,5.20808985401878,1.90794533298181e-07,6.56598263651337e-07
"AF52_03735",1803.77969687484,0.665299813419746,0.127981178569841,5.19841918049443,2.00990477136338e-07,6.91186340752295e-07
"AF52_04672",582.412780767898,-1.91416250608702,0.368335043160351,-5.19679715962761,2.02751385044423e-07,6.96738141091963e-07
"AF52_02535",889.756334683817,-0.86108465177509,0.16590662840311,-5.19017630617433,2.10095054933175e-07,7.21452766254282e-07
"AF52_01699",3056.26040036805,0.554597495496935,0.106976209032847,5.18430687076082,2.16819686862283e-07,7.44007525769854e-07
"AF52_02902",777.363300986949,-1.15420167466565,0.222685787603794,-5.18309536987255,2.18233375197407e-07,7.48318624685558e-07
"AF52_02194",815.387861404919,-1.0458137061266,0.2019534982036,-5.17848769855057,2.23691821540481e-07,7.66482927411044e-07
"AF52_04104",490.305089790798,-1.0954348503155,0.211574951501731,-5.17752617944727,2.24847400432416e-07,7.69887859219992e-07
"AF52_03301",2834.74786734982,-0.630216954316971,0.121732680050457,-5.17705643263382,2.25414049771899e-07,7.71272820658384e-07
"AF52_01470",855.596966195419,-1.03667937091835,0.200288027148861,-5.17594279436311,2.26762935399744e-07,7.75330352811778e-07
